business,address,city,state,zip,zip4,emps,sic4,sic4desc,bldgid,sourceid,lat,long,accuracy,hqbranch,familyid,familybus,familymsas,geog
360 MOTORSPORTS,117 NW 1ST AVE,KELSO,WA,98626,1726,2,5571,Retailer Of Motorcycles,31174393,402371514,46.145717,-122.916399,3,9,0,0,0,0101000020E610000093C5FD47A6BA5EC051BCCADAA6124740
LA CENTER PUBLIC WORKS SHOP,416 E DOGWOOD AVE,LA CENTER,WA,98629,,14,1611,Highway/Street Construction Contractor,199423537,265493379,45.863569,-122.668385,3,9,0,0,0,0101000020E6100000C408E1D1C6AA5EC0726BD26D89EE4640
CHIPS CASINO,320 NW PACIFIC HWY,LA CENTER,WA,98629,2414,260,7993,Coin-Operated Amusement Service,193415802,516268422,45.861449,-122.672584,3,9,0,0,0,0101000020E610000006F4C29D0BAB5EC00116F9F543EE4640
MADE WITH LOVE CREATIONS,210 PACIFIC AVE,LONG BEACH,WA,98631,,1,5945,Retailer Of Toys And Games,199427041,402049149,46.352053,-124.054248,3,9,0,0,0,0101000020E6100000E6779ACC78035FC0B6BA9C12102D4740
KENNY OSBORNE,811 PACIFIC AVE S,LONG BEACH,WA,98631,3543,2,6411,"Insurance Agents, Brokers And Service",31080874,402049157,46.346673,-124.054939,3,9,0,0,0,0101000020E61000009911DE1E84035FC0FFB3E6C75F2C4740
BOULEVARD APARTMENTS,1515 OCEAN BEACH BLVD N,LONG BEACH,WA,98631,3508,2,6513,Apartment Building Operators,138008734,402371299,46.362081,-124.054774,3,9,0,0,0,0101000020E6100000F3AACE6A81035FC062C092AB582E4740
ESTEEM SALON & SPA,403 PACIFIC HWY,LONG BEACH,WA,98631,,2,7231,Beauty Shops,177509461,402555025,46.353413,-124.054568,3,9,0,0,0,0101000020E61000001FDAC70A7E035FC09A7D1EA33C2D4740
MARIE FINLAY ARTS,212 PACIFIC AVE N,LONG BEACH,WA,98631,3990,1,8999,Miscellaneous Service,37310885,400093857,46.352067,-124.054248,3,9,0,0,0,0101000020E6100000E6779ACC78035FC01B800D88102D4740
PACIFIC CNTY COMMUNITY DEVMNT,7016 SANDRIDGE RD,LONG BEACH,WA,98631,,12,9121,Legislative Body,199427043,804624195,46.348784,-124.037543,3,9,0,0,0,0101000020E6100000664CC11A67025FC01DAF40F4A42C4740
HADALLER LOGGING,1255 ALABAMA ST # A,LONGVIEW,WA,98632,1672,4,2411,Logging Mill,31149081,402540426,46.11857,-122.945698,3,9,0,0,0,0101000020E61000002079E75086BC5EC0B324404D2D0F4740
EQUIPMENT TECHNOLOGIES WEST,756 CALIFORNIA WAY,LONGVIEW,WA,98632,1613,2,3672,Manufacturer Of Printed Circuit Boards,31164449,203356407,46.120572,-122.934917,3,9,0,0,0,0101000020E61000005DDE1CAED5BB5EC01B683EE76E0F4740
CASCADE FIRE SAFETY INC,562 INDUSTRIAL WAY,LONGVIEW,WA,98632,1008,2,5099,Wholesaler Of Durable Goods,14539720,967222928,46.115948,-122.931343,3,9,0,0,0,0101000020E6100000F296AB1F9BBB5EC0B0045262D70E4740
FIVE GUYS BURGERS & FRIES,1015 OCEAN BEACH HWY,LONGVIEW,WA,98632,4098,20,5812,Eating Places,9554162,402371530,46.146144,-122.92943,3,2,148318240,1213,234,0101000020E6100000F67AF7C77BBB5EC0D940BAD8B4124740
K 1 MART & DELI,1023 BROADWAY ST,LONGVIEW,WA,98632,3850,3,5812,Eating Places,199427137,402371525,46.137479,-122.930336,3,9,0,0,0,0101000020E6100000A79201A08ABB5EC0827170E998114740
BOYES SALON,1319 19TH AVE,LONGVIEW,WA,98632,2921,10,7231,Beauty Shops,138010542,203357942,46.138424,-122.943093,3,9,0,0,0,0101000020E61000008A05BEA25BBC5EC0A27DACE0B7114740
AKSARBEN SEC SVC INC,100 TENNANT WAY,LONGVIEW,WA,98632,2469,8,7381,Detective/Armored Car Service,53071035,402771510,46.123732,-122.926509,3,9,0,0,0,0101000020E6100000C79C67EC4BBB5EC0FDBB3E73D60F4740
DRIVANS TRAFFIC SAFETY SCHOOL,1520 COMMERCE AVE,LONGVIEW,WA,98632,4102,3,8299,School/Educational Service,13332560,402375545,46.13977,-122.933096,3,9,0,0,0,0101000020E6100000D20149D8B7BB5EC0207BBDFBE3114740
ALL STAR STAFFING,309 HUDSON ST,LONGVIEW,WA,98632,3210,4,7363,Help Supply Services,31284110,402784610,46.134659,-122.922861,3,9,0,0,0,0101000020E61000003F70952710BB5EC0588E90813C114740
DENTIST CEO,2920 LYNN PL,LONGVIEW,WA,98632,5462,4,8742,Management Consulting Service,164494923,402308220,46.160936,-122.946249,3,9,0,0,0,0101000020E6100000DA37F7578FBC5EC0E15F048D99144740
LONE WOLF TRUCKING,327 KNAPPTON RD,NASELLE,WA,98638,,2,4213,Over-The-Road Trucking Company,199435130,402792627,46.365674,-123.810984,3,9,0,0,0,0101000020E610000013656F29E7F35EC0AE7FD767CE2E4740
PENINSULA SENIOR CTR,21603 O LN,OCEAN PARK,WA,98640,3223,1,8361,Residential Care Service,37311330,424595788,46.459499,-124.051789,3,9,0,0,0,0101000020E6100000B952CF8250035FC0B9C5FCDCD03A4740
OCEAN VIEW BAPTIST CHURCH,35601 G ST,OCEAN PARK,WA,98640,,1,8661,Religious Organization,101271755,402550175,46.559391,-124.058431,3,9,0,0,0,0101000020E6100000A5846055BD035FC09F56D11F9A474740
SUPERIOR CONSTRUCTION,18117 NW 47TH CT,RIDGEFIELD,WA,98642,9600,3,1521,Single-Family Homes Contractor,101982370,402262195,45.750941,-122.716993,3,9,0,0,0,0101000020E6100000809D9B36E3AD5EC0DE1CAED51EE04640
TRACKER INVESTMENTS LLC,112 N MAIN AVE,RIDGEFIELD,WA,98642,3821,2,6282,Investment Advisory Services,145118010,402579464,45.815496,-122.745913,3,9,0,0,0,0101000020E6100000522AE109BDAF5EC06902452C62E84640
AHO GREEN GABLES MODEL,3814 N PIONEER CANYON DR,RIDGEFIELD,WA,98642,8288,2,7363,Help Supply Services,198225465,402384848,45.81882,-122.709897,3,9,0,0,0,0101000020E6100000D3A1D3F36EAD5EC0C6A70018CFE84640
SID'S SUPERMARKET,HIGHWAY 103 & 44TH ST,SEAVIEW,WA,98644,,25,5411,Retailer Of Groceries,153349297,382896488,46.33197,-124.05482,7,9,0,0,0,0101000020E6100000ACCABE2B82035FC066A032FE7D2A4740
ST JOHN LUTHERAN CHURCH,N PL,SEAVIEW,WA,98644,,3,8661,Religious Organization,199449697,402049146,46.33197,-124.05482,7,9,0,0,0,0101000020E6100000ACCABE2B82035FC066A032FE7D2A4740
SILVER LAKE RV PARK INC,4220 SPIRIT LAKE HWY,SILVERLAKE,WA,98645,9796,2,7033,Trailer Parks And Campsites,37322294,402772436,46.318623,-122.775654,3,9,0,0,0,0101000020E6100000BEC0AC50A4B15EC0706072A3C8284740
PETS PAW,77 SW RUSSELL AVE,STEVENSON,WA,98648,9198,1,752,Animal Services,37330758,422425704,45.692464,-121.883118,3,9,0,0,0,0101000020E610000092205C0185785EC024D40CA9A2D84640
GARCO CONSTRUCTION,14800 NE 65TH,VANCOUVER,WA,98660,,2,1521,Single-Family Homes Contractor,199457465,402792638,45.670657,-122.517318,3,9,0,0,0,0101000020E610000075E8F4BC1BA15EC0AFEAAC16D8D54640
HERITAGE BANK TRUST SVC,700 WASHINGTON ST # 105,VANCOUVER,WA,98660,3181,4,6021,National Commercial Banks,40718613,402102401,45.626847,-122.672966,3,2,0,0,0,0101000020E61000007A54FCDF11AB5EC0404CC2853CD04640
LPL FINANCIAL,1111 MAIN ST,VANCOUVER,WA,98660,2990,2,6282,Investment Advisory Services,9564240,402226090,45.629601,-122.67139,3,2,148327566,2038,263,0101000020E61000002237C30DF8AA5EC0B343FCC396D04640
AMERICAN FAMILY INSURANCE,1306 MAIN ST,VANCOUVER,WA,98660,2919,3,6411,"Insurance Agents, Brokers And Service",35451848,402815973,45.631106,-122.671757,3,2,1122,4046,115,0101000020E6100000FB761211FEAA5EC09A27D714C8D04640
DIAMOND PARKING SVC,610 MAIN ST,VANCOUVER,WA,98660,,12,7521,Automobile Parking Service,199457468,660579590,45.625759,-122.671856,3,2,62030,51,16,0101000020E6100000C5E74EB0FFAA5EC0BE16F4DE18D04640
DALE AUTO GLASS,1708 MAIN ST,VANCOUVER,WA,98660,2608,2,7536,Automotive Glass Replacement Service,31158010,402772304,45.634171,-122.671716,3,9,0,0,0,0101000020E6100000CC0C1B65FDAA5EC02B89EC832CD14640
NW INJURY LAW CTR,514 W 9TH ST,VANCOUVER,WA,98660,3017,5,8111,Legal Service,31275165,218045110,45.628179,-122.676165,3,9,0,0,0,0101000020E6100000CA6C904946AB5EC05A84622B68D04640
BUTCHER BOYS,4710 E FOURTH PLAIN BLVD,VANCOUVER,WA,98661,6145,8,5421,Retailer Of Meat And Fish,31295918,175241256,45.640173,-122.621148,3,9,0,0,0,0101000020E6100000747E8AE3C0A75EC01F645930F1D14640
BASILUR TEA,1705 NE 64TH AVE # B,VANCOUVER,WA,98661,6989,7,5149,Wholesaler Of Groceries And Related Products,182576188,402356953,45.63629,-122.606272,3,9,0,0,0,0101000020E6100000C11E1329CDA65EC0CC6262F371D14640
TEKVISIONS INC,2503 T ST,VANCOUVER,WA,98661,3709,1,5734,Retailer Of Computers And Software,102927995,402787988,45.640221,-122.649727,3,9,0,0,0,0101000020E610000001158E2095A95EC0309B00C3F2D14640
MONGKOLCHAI THAI,7107 NE VANCOUVER MALL DR # C,VANCOUVER,WA,98661,8179,6,5812,Eating Places,31161761,402584330,45.657547,-122.60017,3,9,0,0,0,0101000020E610000095826E2F69A65EC09D4A06802AD44640
TRI-COUNTY SERVICE,5700 SE RIVERSIDE WAY,VANCOUVER,WA,98661,7176,1,7629,Electrical Repair Shop,165150391,402872085,45.615902,-122.612775,3,9,23045,43,21,0101000020E61000009C33A2B437A75EC03FC571E0D5CE4640
WE GOT YOUR BACK,104 GRAND BLVD # 102,VANCOUVER,WA,98661,7707,3,8041,Chiropractor's Office,177485087,402385657,45.620704,-122.643566,3,9,0,0,0,0101000020E610000053B4722F30A95EC08A3F8A3A73CF4640
PAUL GREGURICH CONST INC,9701 NE 81ST ST,VANCOUVER,WA,98662,2917,5,2431,Manufacturer Of Millwork,55786055,541608436,45.680983,-122.57362,3,9,0,0,0,0101000020E61000003815A930B6A45EC0E41071732AD74640
CLEARWIRE,8700 NE VANCOUVER MALL DR,VANCOUVER,WA,98662,6750,5,7374,Data Processing/Preparation Services,40464086,402413093,45.656423,-122.583625,3,2,110999,224,96,0101000020E61000003108AC1C5AA55EC0CDAB3AAB05D44640
ARROWHEAD AUTO GLASS,7920 NE 117TH AVE,VANCOUVER,WA,98662,3944,2,7536,Automotive Glass Replacement Service,31095185,402772108,45.679909,-122.552822,3,9,0,0,0,0101000020E610000099A0866F61A35EC0C7A0134207D74640
ASSURETY ADULT CARE CTR,11608 NE NOBLE ST,VANCOUVER,WA,98662,,10,8361,Residential Care Service,155499526,626476485,45.67167,-122.57935,7,9,0,0,0,0101000020E610000002BC051214A55EC027DA5548F9D54640
CONVICTIONS TATTOOS & PRCNGS,3311 NE 44TH ST,VANCOUVER,WA,98663,,2,7299,Personal Service,31036960,402792498,45.653174,-122.636186,3,9,0,0,0,0101000020E6100000130B7C45B7A85EC07B4CA4349BD34640
SUSAN HORTON,1514 E ST # A,VANCOUVER,WA,98663,3476,5,8011,Medical Doctor's Office,15554187,409107636,45.632703,-122.670656,3,9,0,0,0,0101000020E61000006FB72407ECAA5EC0618A7269FCD04640
NEW BUILDINGS INSTITUTE,1601 BROADWAY ST,VANCOUVER,WA,98663,3435,3,8641,Civic/Social Association,31240108,689894780,45.633373,-122.670264,3,9,0,0,0,0101000020E6100000EAEBF99AE5AA5EC0AF95D05D12D14640
E M CONSTRUCTION,1516 NE 109TH AVE,VANCOUVER,WA,98664,4355,2,1521,Single-Family Homes Contractor,102941406,402430111,45.63338,-122.561446,3,9,0,0,0,0101000020E6100000151E34BBEEA35EC062F8889812D14640
MELISSA MEYER,306 NE 104TH AVE # C-22,VANCOUVER,WA,98664,4541,1,7299,Personal Service,31299767,415673008,45.622365,-122.565576,3,9,0,0,0,0101000020E6100000C2D9AD6532A45EC0689604A8A9CF4640
MODERN WELDING & MACHINE,1321 NE 76TH ST,VANCOUVER,WA,98665,400,5,7692,Welding Service,37301488,402345403,45.676782,-122.65572,3,9,0,0,0,0101000020E610000052D50451F7A95EC0C042E6CAA0D64640
AUTOZONE,9702 NE HIGHWAY 99,VANCOUVER,WA,98665,8952,10,5531,Retailer Of Automotive And Home Supplies,199457501,402810514,45.691903,-122.657463,3,2,3685,5354,322,0101000020E610000020D5B0DF13AA5EC08D800A4790D84640
TIRES 4 LESS,6900 NE HIGHWAY 99 # A4,VANCOUVER,WA,98665,573,2,5531,Retailer Of Automotive And Home Supplies,15795041,402494994,45.672562,-122.663392,3,9,10294116,21,15,0101000020E6100000651BB80375AA5EC02444F98216D64640
BUFFALO WILD WINGS GRILL & BAR,7704 NE 5TH AVE,VANCOUVER,WA,98665,8205,50,5812,Eating Places,196257877,402818556,45.677887,-122.667306,3,2,148308734,1156,261,0101000020E61000002C9B3924B5AA5EC018B14F00C5D64640
TECHJET IMAGING,2501 NW 91ST ST,VANCOUVER,WA,98665,6234,9,7374,Data Processing/Preparation Services,102945544,376145546,45.687685,-122.697091,3,9,0,0,0,0101000020E610000080D591239DAC5EC09279E40F06D84640
HAZEL DELL APPLIANCE CTR,7918 NE 13TH AVE,VANCOUVER,WA,98665,9603,2,5722,Retailer Of Household Appliance,199457500,402551841,45.679606,-122.659392,3,9,0,0,0,0101000020E61000009ECF807A33AA5EC02B155454FDD64640
CLINICA DE SALUD FAMILIAR,9102 NE HIGHWAY 99,VANCOUVER,WA,98665,8925,2,8011,Medical Doctor's Office,35503806,660598699,45.687482,-122.659887,3,9,0,0,0,0101000020E61000008E03AF963BAA5EC05A4B0169FFD74640
VANCOUVER FOOT & ANKLE PLLC,6108 NE HIGHWAY 99 # 107,VANCOUVER,WA,98665,8751,5,8011,Medical Doctor's Office,35493626,402792593,45.666341,-122.66456,3,9,0,0,0,0101000020E6100000B48EAA2688AA5EC0F27D71A94AD54640
BARBARA ERSKINE,8513 NE HAZEL DELL AVE # 201,VANCOUVER,WA,98665,8068,3,8049,Health Practitioner's Office,31203663,263945495,45.684056,-122.669214,3,9,0,0,0,0101000020E61000009F01F566D4AA5EC0F850A2258FD74640
METABOLIC RESEARCH CTR,6816 NE HIGHWAY 99,VANCOUVER,WA,98665,547,5,7299,Personal Service,52226113,402345161,45.671483,-122.663577,3,2,3852,90,45,0101000020E61000002E58AA0B78AA5EC0F568AA27F3D54640
METRO LANDSCAPE SUPPLIES,1910 SE 8TH AVE,WASHOUGAL,WA,98671,,3,782,Lawn And Garden Services,199459083,543746077,45.590469,-122.364146,3,9,0,0,0,0101000020E6100000083E062B4E975EC0A226FA7C94CB4640
CORNERSTONE SERVICES LTD,2320 N 6TH ST,WASHOUGAL,WA,98671,8582,2,7389,Business Service,167406803,400077704,45.60999,-122.35258,7,9,120606,51,29,0101000020E6100000514EB4AB90965EC08B71FE2614CE4640
BLUE PARROT THEATRE,PO BOX 665,WASHOUGAL,WA,98671,665,6,7832,Motion Picture Theater,153153395,398013516,45.59597,-122.31733,7,9,0,0,0,0101000020E61000008A027D224F945EC0D5B2B5BE48CC4640
GREEN GUY CARPET & UPHOLSTERY,100 STANFORD DR,WOODLAND,WA,98674,8323,2,7217,Carpet And Upholstery Cleaning,103502847,402802893,45.939263,-122.618686,3,9,0,0,0,0101000020E61000008E1F2A8D98A75EC0E2AB1DC539F84640
7-ELEVEN,5101 NE 112TH AVE # 101,VANCOUVER,WA,98682,6559,7,5411,Retailer Of Groceries,31040658,402540273,45.65899,-122.557724,3,2,11402,9293,197,0101000020E61000006F0C01C0B1A35EC00E32C9C859D44640
TACO BELL,15610 NE FOURTH PLAIN BLVD,VANCOUVER,WA,98682,5143,22,5812,Eating Places,198227398,402540305,45.672317,-122.511161,3,2,1887,7185,327,0101000020E6100000677FA0DCB6A05EC0BDC5C37B0ED64640
STAIN MASTER CARPET CARE,12209 NE FOURTH PLAIN RD,VANCOUVER,WA,98682,,2,7217,Carpet And Upholstery Cleaning,31065472,402357240,45.66849,-122.547259,3,9,0,0,0,0101000020E610000044DC9C4A06A35EC0FDD98F1491D54640
SWEEP IT UP,13401 NE 28TH ST # 214,VANCOUVER,WA,98682,8836,2,7349,Building Maintenance Service,35702481,401814216,45.642793,-122.53542,3,9,0,0,0,0101000020E6100000F5673F5244A25EC0828C800A47D24640
TOP HAT PRODUCTIONS INC,15500 NE 36TH ST,VANCOUVER,WA,98682,8486,1,7389,Business Service,138651948,804722379,45.648307,-122.512892,3,9,148485429,11,8,0101000020E61000005298F738D3A05EC04A6249B9FBD24640
APOLLO AUTO GLASS,6700 NE 162ND AVE,VANCOUVER,WA,98682,3858,2,7536,Automotive Glass Replacement Service,37620961,402772105,45.670252,-122.506218,3,9,0,0,0,0101000020E610000061A92EE065A05EC00F0A4AD1CAD54640
NW INDUSTRIAL TOOL,12209 NE FOURTH PLAIN RD,VANCOUVER,WA,98682,,3,7699,Repair Services,31065472,402816456,45.66849,-122.547259,3,9,0,0,0,0101000020E610000044DC9C4A06A35EC0FDD98F1491D54640
DIRECTOR'S MORTGAGE,1498 SE TECH CENTER PL,VANCOUVER,WA,98683,9591,3,6162,Mortgage Bankers And Correspondents,14963906,402371521,45.61021,-122.500626,3,9,102426374,19,11,0101000020E6100000BF61A2410AA05EC099D87C5C1BCE4640
WORKOUT CROSS FIT,2415 SE 165TH AVE # 105,VANCOUVER,WA,98683,4324,2,7991,Physical Fitness Facility,31248516,402446856,45.602147,-122.502454,3,2,0,0,0,0101000020E6100000A46FD23428A05EC03831242713CD4640
ANKLE-FOOT PHYSICIANS-SURGEONS,406 SE 131ST AVE # 109,VANCOUVER,WA,98683,4031,7,8043,Podiatrist's Office,37620177,402792704,45.618297,-122.538191,3,9,0,0,0,0101000020E61000001900AAB871A25EC0821B295B24CF4640
GLOBAL FLOW TECHNOLOGIES,201 SE 124TH AVE # 203,VANCOUVER,WA,98684,6067,3,5085,Wholesaler Of Industrial Supplies,138656768,239428345,45.620633,-122.544754,3,2,0,0,0,0101000020E61000005F97E13FDDA25EC0C0E8F2E670CF4640
EVERGREEN HOME LOANS,204 SE PARK PLAZA DR # 105,VANCOUVER,WA,98684,5893,15,6162,Mortgage Bankers And Correspondents,132330825,484550827,45.621003,-122.539037,3,9,114398581,27,12,0101000020E61000005F950B957FA25EC0E4DBBB067DCF4640
KELL ALTERMAN & RUNSTEIN LLP,12405 SE 2ND CIR,VANCOUVER,WA,98684,6064,3,8111,Legal Service,185640500,633222492,45.621542,-122.544953,3,2,148370506,3,1,0101000020E6100000DB368C82E0A25EC0938B31B08ECF4640
JOHNSON & SNIDER PC,203 SE PARK PLAZA DR # 200,VANCOUVER,WA,98684,5884,5,8111,Legal Service,132330824,402792665,45.621262,-122.538838,3,9,0,0,0,0101000020E6100000E4F560527CA25EC0B01F628385CF4640
ALL NATURAL PET SUPPLY,14010 NE 3RD CT,VANCOUVER,WA,98685,,3,5199,Wholesaler Of Nondurable Goods,35453950,402792587,45.721887,-122.668286,3,9,0,0,0,0101000020E6100000FA97A432C5AA5EC02B3410CB66DC4640
PRESTIGE DELIVERY INC,14405 NE 10TH AVE,VANCOUVER,WA,98685,,3,7549,Automotive Service,199457508,402714185,45.725444,-122.661434,3,9,0,0,0,0101000020E6100000999D45EF54AA5EC02B8A5759DBDC4640
ROGGENKAMP STRUCTURAL ENGR,9901 NE 7TH AVE,VANCOUVER,WA,98685,4523,3,8711,Engineering Service,9746851,402594559,45.693917,-122.664094,3,9,0,0,0,0101000020E610000012DE1E8480AA5EC0B891B245D2D84640
NORTHWEST RV SPECIALTIES,14300 NE 20TH AVE,VANCOUVER,WA,98686,6420,3,7549,Automotive Service,31185168,391111911,45.724765,-122.651539,3,9,0,0,0,0101000020E61000006344A2D0B2A95EC089247A19C5DC4640
KING TIGER MARTIAL ARTS LFSKLL,13009 NE HIGHWAY 99 # 211,VANCOUVER,WA,98686,2307,2,7999,Recreation Service,35451572,218058162,45.715461,-122.651272,3,9,0,0,0,0101000020E61000003C33C170AEA95EC01F48DE3994DB4640
COLUMBIA RIVER OCCPTNL HEALTH,2621 NE 134TH ST # 310,VANCOUVER,WA,98686,3036,6,8049,Health Practitioner's Office,166875368,269099974,45.717281,-122.644604,3,9,0,0,0,0101000020E6100000BBB7223141A95EC0668522DDCFDB4640
PROACTIVE ORTHOPEDIC & SPORTS,2621 NE 134TH ST # 310,VANCOUVER,WA,98686,3036,5,8011,Medical Doctor's Office,166875368,402772419,45.717281,-122.644604,3,9,0,0,0,0101000020E6100000BBB7223141A95EC0668522DDCFDB4640
ALL WRITTENS,PO BOX 872467,VANCOUVER,WA,98687,2467,4,8299,School/Educational Service,149331185,626480115,45.62005,-122.52101,7,9,0,0,0,0101000020E6100000E5B8533A58A15EC041F163CC5DCF4640
WESCO PAINT & EQUIPMENT SUPPLY,2121 N WENATCHEE AVE,WENATCHEE,WA,98801,1057,4,5013,Wholesaler Of Automotive Parts And Supplies,31154970,305044158,47.455418,-120.336299,3,9,0,0,0,0101000020E61000005CAB3DEC85155EC03F0114234BBA4740
FULL CIRCLE FINANCE,11 SPOKANE ST # 306,WENATCHEE,WA,98801,6130,4,6141,Personal Credit Institutions,9561810,566213153,47.418755,-120.305277,3,9,0,0,0,0101000020E610000025CE8AA889135EC0AB048BC399B54740
RE/MAX LANDMARK,1835 N WENATCHEE AVE,WENATCHEE,WA,98801,1051,10,6531,Real Estate Agents And Managers,199459741,382390698,47.452708,-120.334129,3,2,116673,9572,324,0101000020E61000004BE9995E62155EC09C51F355F2B94740
GLOBAL CAR CARE,1840 N WENATCHEE AVE,WENATCHEE,WA,98801,1067,12,7538,General Automotive Repair Service,54215000,566207353,47.452421,-120.33435,3,9,0,0,0,0101000020E6100000BADA8AFD65155EC006836BEEE8B94740
CHRISTAL COUNSELING,1610 5TH ST,WENATCHEE,WA,98801,1746,1,8322,Individual/Family Service,31303421,715947958,47.429948,-120.342844,3,9,0,0,0,0101000020E61000004FE8F527F1155EC0857D3B8908B74740
UPPER COLUMBIA SALMON RECOVERY,11 SPOKANE ST # 101,WENATCHEE,WA,98801,6132,3,971,Game Management,9561810,631964566,47.418755,-120.305277,3,9,0,0,0,0101000020E610000025CE8AA889135EC0AB048BC399B54740
BADGER MOUNTAIN ROOFING,943 1ST PL SE,EAST WENATCHEE,WA,98802,5403,1,1761,Roofing/Siding Contractor,48225310,696670108,47.404554,-120.274578,3,9,0,0,0,0101000020E6100000DF8C9AAF92115EC0A5BBEB6CC8B34740
LA CARRETTA MEXICANA,960 VALLEY MALL PKWY # A,EAST WENATCHEE,WA,98802,7655,1,5812,Eating Places,31127242,402554137,47.416642,-120.294149,3,9,0,0,0,0101000020E6100000ACC95356D3125EC0ED116A8654B54740
LA FRUTERIA TROPICAL,412 W MAIN AVE,BREWSTER,WA,98812,,15,5431,Retailer Of Fruit And Vegetable Markets,44709532,402773850,48.099317,-119.782922,3,9,0,0,0,0101000020E61000006954E0641BF25DC0EA77616BB60C4840
HOME CENTER,365 BASIN ST SW,EPHRATA,WA,98823,1851,7,5211,Retailer Of Lumber And Other Building Materials,31300289,402580634,47.317396,-119.554241,3,9,128027,43,22,0101000020E61000008D463EAF78E35DC0CCF09F6EA0A84740
SECOND HAND PROSE,259 MARINGO RD,EPHRATA,WA,98823,1527,7,5932,Retailer Of Used Merchandise,99211742,896156775,47.326694,-119.560535,3,9,0,0,0,0101000020E6100000DB5031CEDFE35DC054E6E61BD1A94740
MARK HEBERT CONSTRUCTION,283 US HIGHWAY 2,LEAVENWORTH,WA,98826,1380,2,1521,Single-Family Homes Contractor,37315914,402370516,47.589504,-120.672635,3,9,0,0,0,0101000020E610000047C9AB730C2B5EC03B6EF8DD74CB4740
SWAKANE WINERY,725 FRONT ST,LEAVENWORTH,WA,98826,1348,3,2084,Manufacturer Of Wines/Brandy/Spirits,31139643,402772059,47.594714,-120.662808,3,9,0,0,0,0101000020E6100000BDE13E726B2A5EC0973C9E961FCC4740
LAKE CHELAN CHEESE,224 E WAPATO WAY,MANSON,WA,98831,,2,5451,Retailer Of Dairy Products,37312171,402595114,47.884125,-120.154993,3,9,0,0,0,0101000020E6100000F986C267EB095EC0BA490C022BF14740
CASCADE AGRONOMICS LLC,1217 S PIONEER WAY # B,MOSES LAKE,WA,98837,2381,15,5261,Retailer Of Nurseries And Garden Centers,31152685,400373363,47.118037,-119.26605,3,9,0,0,0,0101000020E6100000744694F606D15DC0E65B1FD61B8F4740
NUTRITION WORKS,310 S CEDAR ST # C,MOSES LAKE,WA,98837,3832,1,7299,Personal Service,32341066,682523998,47.127686,-119.280815,3,9,137460,33,23,0101000020E61000007B4E7ADFF8D15DC01A14CD0358904740
OKANOGAN VALLEY FARMERS MARKET,1030 2ND AVE N,OKANOGAN,WA,98840,,3,5431,Retailer Of Fruit And Vegetable Markets,31044330,402582734,48.372484,-119.571103,3,9,0,0,0,0101000020E610000070E998F38CE45DC04224438EAD2F4840
BACK ON THE RACK,121 N 2ND AVE,OKANOGAN,WA,98840,,2,5932,Retailer Of Used Merchandise,198124147,690908744,48.363877,-119.580449,3,9,86131,40,18,0101000020E6100000BDFF8F1326E55DC020628385932E4840
OKANOGAN COUNTY HOUSING AUTH,110 OAK ST,OKANOGAN,WA,98840,,3,6531,Real Estate Agents And Managers,40715388,986856185,48.3697,-119.57651,7,9,0,0,0,0101000020E610000049F4328AE5E45DC065AA6054522F4840
LOUP LOUP SKI BOWL,PO BOX 768,OKANOGAN,WA,98840,768,1,7011,Hotels And Motels,199438261,663274488,48.3697,-119.57651,7,9,0,0,0,0101000020E610000049F4328AE5E45DC065AA6054522F4840
CARL PRECHT MEMORIAL RV PARK,OMAK AVE,OMAK,WA,98841,,1,7033,Trailer Parks And Campsites,199438694,841020217,48.41553,-119.51404,7,9,0,0,0,0101000020E61000007E350708E6E05DC0E140481630354840
JACQUES ERVINS UPHOLSTERY-TRIM,126 S BIRCH ST,OMAK,WA,98841,,1,7641,Reupholstery/Furniture Repair,101326853,690908348,48.408667,-119.531617,3,9,0,0,0,0101000020E6100000D93F4F0306E25DC02BFA43334F344840
AMEDISYS HOME HEALTH CARE,607 OMACHE DR # E,OMAK,WA,98841,9672,25,8082,Home Health Care Service,37327267,840790984,48.4177,-119.509445,3,2,73804,748,176,0101000020E6100000168733BF9AE05DC005C58F3177354840
JODIE FIELD MS,17 N ASH ST,OMAK,WA,98841,,1,8322,Individual/Family Service,138224980,402813298,48.411083,-119.530223,3,9,0,0,0,0101000020E61000009225732CEFE15DC08578245E9E344840
G & C MARINE INC,32185 US HIGHWAY 97,OROVILLE,WA,98844,9783,4,2599,Manufacturer Of Furniture/Fixtures,62624146,371971326,48.883035,-119.421831,3,9,0,0,0,0101000020E6100000185C7347FFDA5DC0971C774A07714840
